study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	timeraw
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	6.0	hr	NA	150.7	NA	NA	NA	ng/ml	NA	6.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	8.0	hr	NA	96.4	NA	NA	NA	ng/ml	NA	8.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	12.0	hr	NA	47.1	NA	NA	NA	ng/ml	NA	12.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	16.0	hr	NA	29.8	NA	NA	NA	ng/ml	NA	16.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	24.0	hr	NA	12.5	NA	NA	NA	ng/ml	NA	24.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	36.0	hr	NA	4.9	NA	NA	NA	ng/ml	NA	36.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	48.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	48.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	50.0	hr	NA	NA	NA	NA	NA	ng/ml	NA	NA
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	216.0	hr	NA	63.1	NA	NA	NA	ng/ml	NA	0.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	216.5	hr	NA	77.7	NA	NA	NA	ng/ml	NA	0.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	217.0	hr	NA	138.3	NA	NA	NA	ng/ml	NA	1.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	217.5	hr	NA	165.0	NA	NA	NA	ng/ml	NA	1.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	218.0	hr	NA	233.0	NA	NA	NA	ng/ml	NA	2.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	218.5	hr	NA	252.4	NA	NA	NA	ng/ml	NA	2.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	219.0	hr	NA	264.6	NA	NA	NA	ng/ml	NA	3.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	219.5	hr	NA	250.0	NA	NA	NA	ng/ml	NA	3.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	220.0	hr	NA	240.3	NA	NA	NA	ng/ml	NA	4.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	220.5	hr	NA	218.4	NA	NA	NA	ng/ml	NA	4.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	221.0	hr	NA	199.0	NA	NA	NA	ng/ml	NA	5.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	222.0	hr	NA	152.9	NA	NA	NA	ng/ml	NA	6.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	224.0	hr	NA	109.2	NA	NA	NA	ng/ml	NA	8.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	228.0	hr	NA	60.7	NA	NA	NA	ng/ml	NA	12.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	232.0	hr	NA	36.4	NA	NA	NA	ng/ml	NA	16.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	240.0	hr	NA	21.8	NA	NA	NA	ng/ml	NA	24.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	252.0	hr	NA	7.3	NA	NA	NA	ng/ml	NA	36.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	264.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	48.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	216.0	hr	NA	17.0	NA	NA	NA	ng/ml	NA	0.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	216.5	hr	NA	87.4	NA	NA	NA	ng/ml	NA	0.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	217.0	hr	NA	269.4	NA	NA	NA	ng/ml	NA	1.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	217.5	hr	NA	335.0	NA	NA	NA	ng/ml	NA	1.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	218.0	hr	NA	429.6	NA	NA	NA	ng/ml	NA	2.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	218.5	hr	NA	407.8	NA	NA	NA	ng/ml	NA	2.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	219.0	hr	NA	347.1	NA	NA	NA	ng/ml	NA	3.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	219.5	hr	NA	335.0	NA	NA	NA	ng/ml	NA	3.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	220.0	hr	NA	284.0	NA	NA	NA	ng/ml	NA	4.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	220.5	hr	NA	245.1	NA	NA	NA	ng/ml	NA	4.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	221.0	hr	NA	228.2	NA	NA	NA	ng/ml	NA	5.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	222.0	hr	NA	177.2	NA	NA	NA	ng/ml	NA	6.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	224.0	hr	NA	121.4	NA	NA	NA	ng/ml	NA	8.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	228.0	hr	NA	63.1	NA	NA	NA	ng/ml	NA	12.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	232.0	hr	NA	34.0	NA	NA	NA	ng/ml	NA	16.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	240.0	hr	NA	19.4	NA	NA	NA	ng/ml	NA	24.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	252.0	hr	NA	7.3	NA	NA	NA	ng/ml	NA	36.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	264.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	48.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	216.0	hr	NA	29.1	NA	NA	NA	ng/ml	NA	0.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	216.5	hr	NA	60.7	NA	NA	NA	ng/ml	NA	0.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	217.0	hr	NA	140.8	NA	NA	NA	ng/ml	NA	1.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	217.5	hr	NA	206.3	NA	NA	NA	ng/ml	NA	1.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	218.0	hr	NA	276.7	NA	NA	NA	ng/ml	NA	2.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	218.5	hr	NA	335.0	NA	NA	NA	ng/ml	NA	2.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	219.0	hr	NA	383.5	NA	NA	NA	ng/ml	NA	3.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	219.5	hr	NA	463.6	NA	NA	NA	ng/ml	NA	3.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	220.0	hr	NA	434.5	NA	NA	NA	ng/ml	NA	4.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	220.5	hr	NA	395.6	NA	NA	NA	ng/ml	NA	4.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	221.0	hr	NA	339.8	NA	NA	NA	ng/ml	NA	5.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	222.0	hr	NA	267.0	NA	NA	NA	ng/ml	NA	6.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	224.0	hr	NA	184.5	NA	NA	NA	ng/ml	NA	8.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	228.0	hr	NA	92.2	NA	NA	NA	ng/ml	NA	12.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	232.0	hr	NA	60.7	NA	NA	NA	ng/ml	NA	16.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	240.0	hr	NA	21.8	NA	NA	NA	ng/ml	NA	24.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	252.0	hr	NA	12.1	NA	NA	NA	ng/ml	NA	36.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	264.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	48.0
